dealership,transfer_center,distance
21918,23022,175.0
22610,23022,74.0
23430,23022,104.0
23850,23022,51.0
24570,23022,1445.0
24934,23022,96.0
25430,23022,1510.0
26764,23022,1487.0
30240,23022,503.0
31093,23022,465.0
31791,23022,534.0
33830,23022,1751.0
33880,23022,704.0
35582,23022,595.0
36304,23022,608.0
36525,23022,729.0
37202,23022,482.0
37669,23022,251.0
37869,23022,287.0
37874,23022,1760.0
37916,23022,1743.0
39215,23022,771.0
41528,23022,212.0
41832,23022,260.0
41855,23022,251.0
43053,23022,1661.0
43151,23022,312.0
43553,23022,1716.0
43652,23022,387.0
45688,23022,240.0
46405,23022,546.0
47683,23022,497.0
50528,23022,930.0
52240,23022,752.0
53066,23022,652.0
53267,23022,625.0
55315,23022,933.0
55428,23022,930.0
56459,23022,1015.0
56554,23022,1101.0
56725,23022,1131.0
57270,23022,1125.0
57772,23022,1315.0
57773,23022,1381.0
58566,23022,1304.0
58620,23022,1408.0
60421,23022,581.0
60952,23022,1991.0
61616,23022,1882.0
61756,23022,1912.0
61845,23022,1913.0
62444,23022,575.0
63530,23022,778.0
63640,23022,663.0
64735,23022,844.0
65230,23022,787.0
65898,23022,824.0
66781,23022,902.0
67204,23022,1041.0
67418,23022,1074.0
67860,23022,1582.0
69135,23022,1201.0
71315,23022,924.0
71984,23022,1897.0
72183,23022,806.0
72955,23022,907.0
75034,23022,1090.0
76047,23022,1772.0
76327,23022,1712.0
77046,23022,1128.0
77250,23022,1381.0
77533,23022,1270.0
78430,23022,1724.0
79538,23022,1274.0
79903,23022,1644.0
79937,23022,1671.0
79942,23022,1639.0
81023,23022,1451.0
81057,23022,1338.0
81126,23022,1482.0
82054,23022,1402.0
82217,23022,1403.0
82922,23022,1716.0
84340,23022,1804.0
84636,23022,1879.0
84656,23022,1897.0
87059,23022,1565.0
88527,23022,1639.0
88533,23022,1639.0
89180,23022,2025.0
90590,23022,1743.0
90711,23022,2244.0
91521,23022,2236.0
91523,23022,2236.0
91776,23022,2226.0
91946,23022,2199.0
92033,23022,2193.0
93203,23022,2243.0
95009,23022,2372.0
95054,23022,2371.0
95664,23022,2299.0
97028,23022,2279.0
97403,23022,2350.0
98498,23022,2315.0
99013,23022,1772.0
99070,23022,1777.0
B2G,23022,997.0
B2R,23022,903.0
E3Z,23022,830.0
E4E,23022,856.0
E5V,23022,769.0
G0P,23022,663.0
G0Z,23022,661.0
G2G,23022,716.0
H2V,23022,588.0
H9B,23022,583.0
J1Z,23022,640.0
J8B,23022,605.0
J9Y,23022,721.0
K1A,23022,547.0
L4M,23022,466.0
L5C,23022,408.0
L6M,23022,402.0
L8L,23022,391.0
M1J,23022,418.0
M1N,23022,414.0
M5G,23022,413.0
N1R,23022,402.0
N2M,23022,410.0
N6A,23022,395.0
P6C,23022,683.0
R4K,23022,1271.0
T3C,23022,1969.0
T3R,23022,1976.0
V0C,23022,2537.0
V3L,23022,2335.0
V3W,23022,2333.0
V7P,23022,2345.0
V8W,23022,2354.0
V8Z,23022,2356.0
V9G,23022,2376.0
01079,24281,701.0
04412,24281,946.0
06016,24281,681.0
07423,24281,581.0
08504,24281,534.0
08740,24281,548.0
10977,24281,587.0
11769,24281,618.0
13482,24281,602.0
14067,24281,518.0
14530,24281,506.0
15240,24281,317.0
15930,24281,355.0
16863,24281,393.0
16933,24281,489.0
17726,24281,443.0
17944,24281,471.0
18425,24281,556.0
19126,24281,503.0
21918,24281,443.0
22610,24281,315.0
23430,24281,372.0
23850,24281,312.0
24570,24281,1251.0
24934,24281,225.0
25430,24281,1224.0
26764,24281,1200.0
30240,24281,269.0
31093,24281,278.0
31791,24281,355.0
33830,24281,1462.0
33880,24281,606.0
35582,24281,308.0
36304,24281,397.0
36525,24281,480.0
37202,24281,194.0
37669,24281,44.0
37869,24281,10.0
37874,24281,1492.0
37916,24281,1475.0
39215,24281,492.0
41528,24281,91.0
41832,24281,41.0
41855,24281,48.0
43053,24281,1403.0
43151,24281,213.0
43553,24281,1461.0
43652,24281,347.0
45688,24281,149.0
46405,24281,399.0
47683,24281,248.0
50528,24281,741.0
52240,24281,556.0
53066,24281,522.0
53267,24281,503.0
55315,24281,776.0
55428,24281,781.0
56459,24281,881.0
56554,24281,958.0
56725,24281,1008.0
57270,24281,962.0
57772,24281,1100.0
57773,24281,1168.0
58566,24281,1132.0
58620,24281,1227.0
60421,24281,416.0
60952,24281,1728.0
61616,24281,1616.0
61756,24281,1647.0
61845,24281,1648.0
62444,24281,344.0
63530,24281,543.0
63640,24281,396.0
64735,24281,584.0
65230,24281,540.0
65898,24281,551.0
66781,24281,629.0
67204,24281,774.0
67418,24281,820.0
67860,24281,1303.0
69135,24281,979.0
71315,24281,643.0
71984,24281,1665.0
72183,24281,516.0
72955,24281,623.0
75034,24281,800.0
76047,24281,1507.0
76327,24281,1448.0
77046,24281,846.0
77250,24281,1208.0
77533,24281,1104.0
78430,24281,1452.0
79538,24281,985.0
79903,24281,1358.0
79937,24281,1409.0
79942,24281,1352.0
81023,24281,1189.0
81057,24281,1075.0
81126,24281,1215.0
82054,24281,1163.0
82217,24281,1171.0
82922,24281,1492.0
84340,24281,1566.0
84636,24281,1594.0
84656,24281,1610.0
87059,24281,1287.0
88527,24281,1352.0
88533,24281,1352.0
89180,24281,1760.0
90590,24281,1494.0
90711,24281,1972.0
91521,24281,1965.0
91523,24281,1965.0
91776,24281,1955.0
91946,24281,1922.0
92033,24281,1918.0
93203,24281,1977.0
95009,24281,2116.0
95054,24281,2116.0
95664,24281,2050.0
97028,24281,2068.0
97403,24281,2130.0
98498,24281,2116.0
99013,24281,1492.0
99070,24281,1497.0
B2G,24281,1266.0
B2R,24281,1174.0
E3Z,24281,1068.0
E4E,24281,1115.0
E5V,24281,1029.0
G0P,24281,882.0
G0Z,24281,875.0
G2G,24281,930.0
H2V,24281,794.0
H9B,24281,786.0
J1Z,24281,854.0
J8B,24281,799.0
J9Y,24281,824.0
K1A,24281,724.0
L4M,24281,569.0
L5C,24281,515.0
L6M,24281,506.0
L8L,24281,494.0
M1J,24281,536.0
M1N,24281,532.0
M5G,24281,527.0
N1R,24281,492.0
N2M,24281,492.0
N6A,24281,452.0
P6C,24281,684.0
R4K,24281,1158.0
T3C,24281,1808.0
T3R,24281,1816.0
V0C,24281,2418.0
V3L,24281,2150.0
V3W,24281,2147.0
V7P,24281,2161.0
V8W,24281,2164.0
V8Z,24281,2166.0
V9G,24281,2189.0
01079,25447,1915.0
04412,25447,2150.0
06016,25447,1898.0
07423,25447,1799.0
08504,25447,1754.0
08740,25447,1770.0
10977,25447,1805.0
11769,25447,1840.0
13482,25447,1798.0
14067,25447,1667.0
14530,25447,1674.0
15240,25447,1503.0
15930,25447,1559.0
16863,25447,1589.0
16933,25447,1684.0
17726,25447,1645.0
17944,25447,1686.0
18425,25447,1768.0
19126,25447,1724.0
21918,25447,1664.0
22610,25447,1537.0
23430,25447,1576.0
23850,25447,1522.0
24570,25447,893.0
24934,25447,1446.0
25430,25447,5.0
26764,25447,24.0
30240,25447,1039.0
31093,25447,1112.0
31791,25447,1083.0
33830,25447,271.0
33880,25447,1194.0
35582,25447,915.0
36304,25447,992.0
36525,25447,834.0
37202,25447,1042.0
37669,25447,1259.0
37869,25447,1223.0
37874,25447,428.0
37916,25447,423.0
39215,25447,742.0
41528,25447,1309.0
41832,25447,1257.0
41855,25447,1267.0
43053,25447,491.0
43151,25447,1323.0
43553,25447,543.0
43652,25447,1405.0
45688,25447,1329.0
46405,25447,1253.0
47683,25447,1095.0
50528,25447,1144.0
52240,25447,1121.0
53066,25447,1293.0
53267,25447,1307.0
55315,25447,1259.0
55428,25447,1287.0
56459,25447,1365.0
56554,25447,1362.0
56725,25447,1450.0
57270,25447,1284.0
57772,25447,1086.0
57773,25447,1118.0
58566,25447,1317.0
58620,25447,1312.0
60421,25447,1217.0
60952,25447,664.0
61616,25447,549.0
61756,25447,578.0
61845,25447,585.0
62444,25447,1085.0
63530,25447,993.0
63640,25447,949.0
64735,25447,867.0
65230,25447,948.0
65898,25447,815.0
66781,25447,775.0
67204,25447,742.0
67418,25447,826.0
67860,25447,179.0
69135,25447,1018.0
71315,25447,591.0
71984,25447,849.0
72183,25447,727.0
72955,25447,687.0
75034,25447,471.0
76047,25447,473.0
76327,25447,453.0
77046,25447,387.0
77250,25447,999.0
77533,25447,1004.0
78430,25447,370.0
79538,25447,322.0
79903,25447,426.0
79937,25447,451.0
79942,25447,415.0
81023,25447,759.0
81057,25447,735.0
81126,25447,706.0
82054,25447,948.0
82217,25447,999.0
82922,25447,1196.0
84340,25447,1134.0
84636,25447,587.0
84656,25447,570.0
87059,25447,597.0
88527,25447,415.0
88533,25447,415.0
89180,25447,1006.0
90590,25447,615.0
90711,25447,1097.0
91521,25447,1106.0
91523,25447,1106.0
91776,25447,1092.0
91946,25447,1005.0
92033,25447,1016.0
93203,25447,1159.0
95009,25447,1375.0
95054,25447,1379.0
95664,25447,1377.0
97028,25447,1663.0
97403,25447,1660.0
98498,25447,1777.0
99013,25447,309.0
99070,25447,319.0
B2G,25447,2479.0
B2R,25447,2389.0
E3Z,25447,2253.0
E4E,25447,2320.0
E5V,25447,2236.0
G0P,25447,2056.0
G0Z,25447,2043.0
G2G,25447,2094.0
H2V,25447,1960.0
H9B,25447,1951.0
J1Z,25447,2023.0
J8B,25447,1953.0
J9Y,25447,1857.0
K1A,25447,1869.0
L4M,25447,1670.0
L5C,25447,1636.0
L6M,25447,1627.0
L8L,25447,1617.0
M1J,25447,1661.0
M1N,25447,1657.0
M5G,25447,1651.0
N1R,25447,1605.0
N2M,25447,1596.0
N6A,25447,1548.0
P6C,25447,1604.0
R4K,25447,1557.0
T3C,25447,1758.0
T3R,25447,1769.0
V0C,25447,2433.0
V3L,25447,1886.0
V3W,25447,1881.0
V7P,25447,1898.0
V8W,25447,1864.0
V8Z,25447,1868.0
V9G,25447,1905.0
01079,36061,1012.0
04412,36061,1264.0
06016,36061,991.0
07423,36061,889.0
08504,36061,839.0
08740,36061,842.0
10977,36061,897.0
11769,36061,918.0
13482,36061,932.0
14067,36061,861.0
14530,36061,846.0
15240,36061,657.0
15930,36061,687.0
16863,36061,728.0
16933,36061,823.0
17726,36061,774.0
17944,36061,790.0
18425,36061,874.0
19126,36061,806.0
21918,36061,748.0
22610,36061,625.0
23430,36061,616.0
23850,36061,571.0
24570,36061,908.0
24934,36061,544.0
25430,36061,988.0
26764,36061,966.0
30240,36061,74.0
31093,36061,126.0
31791,36061,115.0
33830,36061,1247.0
33880,36061,369.0
35582,36061,214.0
36304,36061,68.0
36525,36061,159.0
37202,36061,300.0
37669,36061,356.0
37869,36061,337.0
37874,36061,1192.0
37916,36061,1175.0
39215,36061,262.0
41528,36061,428.0
41832,36061,383.0
41855,36061,389.0
43053,36061,1087.0
43151,36061,542.0
43553,36061,1142.0
43652,36061,675.0
45688,36061,492.0
46405,36061,660.0
47683,36061,438.0
50528,36061,902.0
52240,36061,733.0
53066,36061,776.0
53267,36061,766.0
55315,36061,972.0
55428,36061,986.0
56459,36061,1094.0
56554,36061,1156.0
56725,36061,1222.0
57270,36061,1134.0
57772,36061,1188.0
57773,36061,1254.0
58566,36061,1285.0
58620,36061,1360.0
60421,36061,658.0
60952,36061,1419.0
61616,36061,1311.0
61756,36061,1341.0
61845,36061,1341.0
62444,36061,524.0
63530,36061,659.0
63640,36061,474.0
64735,36061,630.0
65230,36061,632.0
65898,36061,558.0
66781,36061,625.0
67204,36061,766.0
67418,36061,848.0
67860,36061,1031.0
69135,36061,1062.0
71315,36061,399.0
71984,36061,1329.0
72183,36061,413.0
72955,36061,556.0
75034,36061,651.0
76047,36061,1202.0
76327,36061,1140.0
77046,36061,599.0
77250,36061,871.0
77533,36061,770.0
78430,36061,1159.0
79538,36061,818.0
79903,36061,1214.0
79937,36061,1098.0
79942,36061,1207.0
81023,36061,1163.0
81057,36061,1054.0
81126,36061,1170.0
82054,36061,1198.0
82217,36061,1220.0
82922,36061,1543.0
84340,36061,1585.0
84636,36061,1448.0
84656,36061,1455.0
87059,36061,1201.0
88527,36061,1207.0
88533,36061,1207.0
89180,36061,1700.0
90590,36061,1169.0
90711,36061,1886.0
91521,36061,1884.0
91523,36061,1884.0
91776,36061,1872.0
91946,36061,1821.0
92033,36061,1821.0
93203,36061,1909.0
95009,36061,2077.0
95054,36061,2078.0
95664,36061,2028.0
97028,36061,2124.0
97403,36061,2171.0
98498,36061,2192.0
99013,36061,1222.0
99070,36061,1225.0
B2G,36061,1571.0
B2R,36061,1476.0
E3Z,36061,1396.0
E4E,36061,1430.0
E5V,36061,1343.0
G0P,36061,1216.0
G0Z,36061,1211.0
G2G,36061,1266.0
H2V,36061,1131.0
H9B,36061,1123.0
J1Z,36061,1189.0
J8B,36061,1139.0
J9Y,36061,1163.0
K1A,36061,1065.0
L4M,36061,911.0
L5C,36061,858.0
L6M,36061,848.0
L8L,36061,836.0
M1J,36061,878.0
M1N,36061,874.0
M5G,36061,869.0
N1R,36061,834.0
N2M,36061,833.0
N6A,36061,792.0
P6C,36061,1000.0
R4K,36061,1373.0
T3C,36061,1947.0
T3R,36061,1956.0
V0C,36061,2596.0
V3L,36061,2248.0
V3W,36061,2244.0
V7P,36061,2259.0
V8W,36061,2252.0
V8Z,36061,2255.0
V9G,36061,2283.0
01079,36505,1164.0
04412,36505,1414.0
06016,36505,1143.0
07423,36505,1041.0
08504,36505,991.0
08740,36505,996.0
10977,36505,1048.0
11769,36505,1071.0
13482,36505,1077.0
14067,36505,993.0
14530,36505,983.0
15240,36505,794.0
15930,36505,830.0
16863,36505,869.0
16933,36505,965.0
17726,36505,918.0
17944,36505,939.0
18425,36505,1023.0
19126,36505,958.0
21918,36505,899.0
22610,36505,774.0
23430,36505,773.0
23850,36505,727.0
24570,36505,797.0
24934,36505,691.0
25430,36505,837.0
26764,36505,816.0
30240,36505,225.0
31093,36505,282.0
31791,36505,249.0
33830,36505,1099.0
33880,36505,428.0
35582,36505,243.0
36304,36505,158.0
36525,36505,3.0
37202,36505,379.0
37669,36505,498.0
37869,36505,473.0
37874,36505,1035.0
37916,36505,1018.0
39215,36505,158.0
41528,36505,566.0
41832,36505,518.0
41855,36505,525.0
43053,36505,933.0
43151,36505,659.0
43553,36505,989.0
43652,36505,785.0
45688,36505,621.0
46405,36505,736.0
47683,36505,508.0
50528,36505,916.0
52240,36505,764.0
53066,36505,841.0
53267,36505,836.0
55315,36505,1000.0
55428,36505,1018.0
56459,36505,1125.0
56554,36505,1178.0
56725,36505,1251.0
57270,36505,1145.0
57772,36505,1156.0
57773,36505,1221.0
58566,36505,1281.0
58620,36505,1346.0
60421,36505,725.0
60952,36505,1263.0
61616,36505,1155.0
61756,36505,1185.0
61845,36505,1186.0
62444,36505,577.0
63530,36505,669.0
63640,36505,492.0
64735,36505,611.0
65230,36505,633.0
65898,36505,528.0
66781,36505,583.0
67204,36505,710.0
67418,36505,804.0
67860,36505,874.0
69135,36505,1033.0
71315,36505,260.0
71984,36505,1188.0
72183,36505,351.0
72955,36505,490.0
75034,36505,538.0
76047,36505,1045.0
76327,36505,984.0
77046,36505,450.0
77250,36505,779.0
77533,36505,689.0
78430,36505,1001.0
79538,36505,691.0
79903,36505,1087.0
79937,36505,943.0
79942,36505,1079.0
81023,36505,1082.0
81057,36505,978.0
81126,36505,1081.0
82054,36505,1143.0
82217,36505,1171.0
82922,36505,1487.0
84340,36505,1515.0
84636,36505,1318.0
84656,36505,1322.0
87059,36505,1095.0
88527,36505,1079.0
88533,36505,1079.0
89180,36505,1597.0
90590,36505,1019.0
90711,36505,1772.0
91521,36505,1772.0
91523,36505,1772.0
91776,36505,1760.0
91946,36505,1702.0
92033,36505,1704.0
93203,36505,1801.0
95009,36505,1979.0
95054,36505,1980.0
95664,36505,1937.0
97028,36505,2063.0
97403,36505,2103.0
98498,36505,2140.0
99013,36505,1065.0
99070,36505,1068.0
B2G,36505,1725.0
B2R,36505,1630.0
E3Z,36505,1542.0
E4E,36505,1581.0
E5V,36505,1494.0
G0P,36505,1359.0
G0Z,36505,1352.0
G2G,36505,1407.0
H2V,36505,1271.0
H9B,36505,1263.0
J1Z,36505,1331.0
J8B,36505,1277.0
J9Y,36505,1280.0
K1A,36505,1200.0
L4M,36505,1035.0
L5C,36505,985.0
L6M,36505,975.0
L8L,36505,963.0
M1J,36505,1006.0
M1N,36505,1003.0
M5G,36505,997.0
N1R,36505,959.0
N2M,36505,956.0
N6A,36505,912.0
P6C,36505,1095.0
R4K,36505,1400.0
T3C,36505,1926.0
T3R,36505,1936.0
V0C,36505,2590.0
V3L,36505,2205.0
V3W,36505,2201.0
V7P,36505,2216.0
V8W,36505,2205.0
V8Z,36505,2208.0
V9G,36505,2238.0
01079,37877,2190.0
04412,37877,2436.0
06016,37877,2170.0
07423,37877,2068.0
08504,37877,2020.0
08740,37877,2027.0
10977,37877,2075.0
11769,37877,2102.0
13482,37877,2090.0
14067,37877,1980.0
14530,37877,1979.0
15240,37877,1797.0
15930,37877,1843.0
16863,37877,1879.0
16933,37877,1976.0
17726,37877,1932.0
17944,37877,1961.0
18425,37877,2046.0
19126,37877,1987.0
21918,37877,1928.0
22610,37877,1801.0
23430,37877,1807.0
23850,37877,1761.0
24570,37877,701.0
24934,37877,1713.0
25430,37877,432.0
26764,37877,448.0
30240,37877,1258.0
31093,37877,1312.0
31791,37877,1262.0
33830,37877,502.0
33880,37877,1281.0
35582,37877,1191.0
36304,37877,1173.0
36525,37877,1032.0
37202,37877,1335.0
37669,37877,1519.0
37869,37877,1489.0
37874,37877,2.0
37916,37877,17.0
39215,37877,1001.0
41528,37877,1581.0
41832,37877,1529.0
41855,37877,1538.0
43053,37877,171.0
43151,37877,1631.0
43553,37877,177.0
43652,37877,1732.0
45688,37877,1619.0
46405,37877,1605.0
47683,37877,1417.0
50528,37877,1550.0
52240,37877,1503.0
53066,37877,1663.0
53267,37877,1674.0
55315,37877,1665.0
55428,37877,1692.0
56459,37877,1776.0
56554,37877,1780.0
56725,37877,1867.0
57270,37877,1704.0
57772,37877,1514.0
57773,37877,1546.0
58566,37877,1743.0
58620,37877,1740.0
60421,37877,1574.0
60952,37877,251.0
61616,37877,132.0
61756,37877,163.0
61845,37877,168.0
62444,37877,1430.0
63530,37877,1374.0
63640,37877,1294.0
64735,37877,1250.0
65230,37877,1327.0
65898,37877,1185.0
66781,37877,1160.0
67204,37877,1152.0
67418,37877,1243.0
67860,37877,252.0
69135,37877,1443.0
71315,37877,854.0
71984,37877,451.0
72183,37877,1055.0
72955,37877,1056.0
75034,37877,851.0
76047,37877,50.0
76327,37877,82.0
77046,37877,670.0
77250,37877,836.0
77533,37877,889.0
78430,37877,58.0
79538,37877,737.0
79903,37877,799.0
79937,37877,125.0
79942,37877,790.0
81023,37877,1182.0
81057,37877,1162.0
81126,37877,1125.0
82054,37877,1375.0
82217,37877,1426.0
82922,37877,1607.0
84340,37877,1531.0
84636,37877,877.0
84656,37877,841.0
87059,37877,1002.0
88527,37877,790.0
88533,37877,790.0
89180,37877,1337.0
90590,37877,242.0
90711,37877,1368.0
91521,37877,1384.0
91523,37877,1384.0
91776,37877,1370.0
91946,37877,1266.0
92033,37877,1284.0
93203,37877,1449.0
95009,37877,1674.0
95054,37877,1679.0
95664,37877,1698.0
97028,37877,2034.0
97403,37877,2017.0
98498,37877,2155.0
99013,37877,203.0
99070,37877,191.0
B2G,37877,2754.0
B2R,37877,2661.0
E3Z,37877,2555.0
E4E,37877,2606.0
E5V,37877,2519.0
G0P,37877,2363.0
G0Z,37877,2353.0
G2G,37877,2407.0
H2V,37877,2270.0
H9B,37877,2262.0
J1Z,37877,2333.0
J8B,37877,2269.0
J9Y,37877,2210.0
K1A,37877,2188.0
L4M,37877,1999.0
L5C,37877,1958.0
L6M,37877,1948.0
L8L,37877,1938.0
M1J,37877,1982.0
M1N,37877,1978.0
M5G,37877,1972.0
N1R,37877,1928.0
N2M,37877,1922.0
N6A,37877,1874.0
P6C,37877,1970.0
R4K,37877,1980.0
T3C,37877,2174.0
T3R,37877,2185.0
V0C,37877,2843.0
V3L,37877,2274.0
V3W,37877,2268.0
V7P,37877,2285.0
V8W,37877,2246.0
V8Z,37877,2251.0
V9G,37877,2289.0
01079,41815,656.0
04412,41815,900.0
06016,41815,636.0
07423,41815,536.0
08504,41815,490.0
08740,41815,505.0
10977,41815,542.0
11769,41815,575.0
13482,41815,556.0
14067,41815,474.0
14530,41815,460.0
15240,41815,271.0
15930,41815,308.0
16863,41815,346.0
16933,41815,443.0
17726,41815,397.0
17944,41815,426.0
18425,41815,510.0
19126,41815,459.0
21918,41815,399.0
22610,41815,272.0
23430,41815,340.0
23850,41815,279.0
24570,41815,1294.0
24934,41815,181.0
25430,41815,1266.0
26764,41815,1242.0
30240,41815,313.0
31093,41815,316.0
31791,41815,393.0
33830,41815,1503.0
33880,41815,637.0
35582,41815,352.0
36304,41815,440.0
36525,41815,526.0
37202,41815,230.0
37669,41815,44.0
37869,41815,51.0
37874,41815,1538.0
37916,41815,1521.0
39215,41815,537.0
41528,41815,45.0
41832,41815,9.0
41855,41815,2.0
43053,41815,1450.0
43151,41815,181.0
43553,41815,1507.0
43652,41815,315.0
45688,41815,109.0
46405,41815,387.0
47683,41815,262.0
50528,41815,743.0
52240,41815,558.0
53066,41815,509.0
53267,41815,488.0
55315,41815,770.0
55428,41815,774.0
56459,41815,872.0
56554,41815,951.0
56725,41815,997.0
57270,41815,959.0
57772,41815,1110.0
57773,41815,1178.0
58566,41815,1132.0
58620,41815,1229.0
60421,41815,408.0
60952,41815,1774.0
61616,41815,1662.0
61756,41815,1693.0
61845,41815,1694.0
62444,41815,353.0
63530,41815,556.0
63640,41815,419.0
64735,41815,606.0
65230,41815,557.0
65898,41815,578.0
66781,41815,656.0
67204,41815,799.0
67418,41815,840.0
67860,41815,1347.0
69135,41815,990.0
71315,41815,688.0
71984,41815,1711.0
72183,41815,555.0
72955,41815,656.0
75034,41815,838.0
76047,41815,1553.0
76327,41815,1494.0
77046,41815,890.0
77250,41815,1250.0
77533,41815,1145.0
78430,41815,1498.0
79538,41815,1023.0
79903,41815,1393.0
79937,41815,1455.0
79942,41815,1388.0
81023,41815,1212.0
81057,41815,1099.0
81126,41815,1240.0
82054,41815,1179.0
82217,41815,1185.0
82922,41815,1505.0
84340,41815,1583.0
84636,41815,1628.0
84656,41815,1646.0
87059,41815,1317.0
88527,41815,1388.0
88533,41815,1388.0
89180,41815,1785.0
90590,41815,1540.0
90711,41815,1999.0
91521,41815,1992.0
91523,41815,1992.0
91776,41815,1982.0
91946,41815,1952.0
92033,41815,1947.0
93203,41815,2002.0
95009,41815,2138.0
95054,41815,2137.0
95664,41815,2070.0
97028,41815,2078.0
97403,41815,2143.0
98498,41815,2124.0
99013,41815,1536.0
99070,41815,1542.0
B2G,41815,1221.0
B2R,41815,1129.0
E3Z,41815,1022.0
E4E,41815,1070.0
E5V,41815,983.0
G0P,41815,836.0
G0Z,41815,829.0
G2G,41815,884.0
H2V,41815,748.0
H9B,41815,740.0
J1Z,41815,808.0
J8B,41815,754.0
J9Y,41815,783.0
K1A,41815,679.0
L4M,41815,526.0
L5C,41815,472.0
L6M,41815,463.0
L8L,41815,451.0
M1J,41815,492.0
M1N,41815,488.0
M5G,41815,483.0
N1R,41815,450.0
N2M,41815,450.0
N6A,41815,411.0
P6C,41815,653.0
R4K,41815,1146.0
T3C,41815,1807.0
T3R,41815,1815.0
V0C,41815,2410.0
V3L,41815,2154.0
V3W,41815,2152.0
V7P,41815,2165.0
V8W,41815,2169.0
V8Z,41815,2171.0
V9G,41815,2194.0
01079,43128,612.0
04412,43128,835.0
06016,43128,597.0
07423,43128,507.0
08504,43128,472.0
08740,43128,501.0
10977,43128,511.0
11769,43128,556.0
13482,43128,484.0
14067,43128,356.0
14530,43128,358.0
15240,43128,195.0
15930,43128,260.0
16863,43128,281.0
16933,43128,371.0
17726,43128,338.0
17944,43128,391.0
18425,43128,465.0
19126,43128,448.0
21918,43128,394.0
22610,43128,289.0
23430,43128,419.0
23850,43128,361.0
24570,43128,1442.0
24934,43128,218.0
25430,43128,1317.0
26764,43128,1292.0
30240,43128,466.0
31093,43128,485.0
31791,43128,561.0
33830,43128,1536.0
33880,43128,813.0
35582,43128,438.0
36304,43128,596.0
36525,43128,655.0
37202,43128,290.0
37669,43128,222.0
37869,43128,217.0
37874,43128,1625.0
37916,43128,1609.0
39215,43128,628.0
41528,43128,165.0
41832,43128,176.0
41855,43128,176.0
43053,43128,1552.0
43151,43128,7.0
43553,43128,1612.0
43652,43128,140.0
45688,43128,86.0
46405,43128,234.0
47683,43128,226.0
50528,43128,616.0
52240,43128,438.0
53066,43128,349.0
53267,43128,325.0
55315,43128,624.0
55428,43128,624.0
56459,43128,716.0
56554,43128,799.0
56725,43128,837.0
57270,43128,816.0
57772,43128,1000.0
57773,43128,1067.0
58566,43128,993.0
58620,43128,1096.0
60421,43128,267.0
60952,43128,1868.0
61616,43128,1753.0
61756,43128,1784.0
61845,43128,1787.0
62444,43128,277.0
63530,43128,473.0
63640,43128,391.0
64735,43128,555.0
65230,43128,488.0
65898,43128,553.0
66781,43128,625.0
67204,43128,754.0
67418,43128,774.0
67860,43128,1418.0
69135,43128,888.0
71315,43128,770.0
71984,43128,1834.0
72183,43128,589.0
72955,43128,658.0
75034,43128,862.0
76047,43128,1645.0
76327,43128,1589.0
77046,43128,960.0
77250,43128,1407.0
77533,43128,1305.0
78430,43128,1581.0
79538,43128,1045.0
79903,43128,1388.0
79937,43128,1553.0
79942,43128,1384.0
81023,43128,1154.0
81057,43128,1043.0
81126,43128,1190.0
82054,43128,1092.0
82217,43128,1091.0
82922,43128,1402.0
84340,43128,1493.0
84636,43128,1619.0
84656,43128,1641.0
87059,43128,1285.0
88527,43128,1384.0
88533,43128,1384.0
89180,43128,1728.0
90590,43128,1651.0
90711,43128,1953.0
91521,43128,1943.0
91523,43128,1943.0
91776,43128,1934.0
91946,43128,1914.0
92033,43128,1906.0
93203,43128,1947.0
95009,43128,2067.0
95054,43128,2065.0
95664,43128,1991.0
97028,43128,1965.0
97403,43128,2035.0
98498,43128,2001.0
99013,43128,1603.0
99070,43128,1610.0
B2G,43128,1167.0
B2R,43128,1080.0
E3Z,43128,938.0
E4E,43128,1005.0
E5V,43128,922.0
G0P,43128,742.0
G0Z,43128,731.0
G2G,43128,784.0
H2V,43128,648.0
H9B,43128,639.0
J1Z,43128,711.0
J8B,43128,646.0
J9Y,43128,628.0
K1A,43128,564.0
L4M,43128,384.0
L5C,43128,337.0
L6M,43128,327.0
L8L,43128,316.0
M1J,43128,360.0
M1N,43128,356.0
M5G,43128,350.0
N1R,43128,309.0
N2M,43128,305.0
N6A,43128,260.0
P6C,43128,477.0
R4K,43128,984.0
T3C,43128,1663.0
T3R,43128,1671.0
V0C,43128,2251.0
V3L,43128,2023.0
V3W,43128,2021.0
V7P,43128,2033.0
V8W,43128,2041.0
V8Z,43128,2043.0
V9G,43128,2064.0
01079,43681,572.0
04412,43681,768.0
06016,43681,561.0
07423,43681,486.0
08504,43681,464.0
08740,43681,501.0
10977,43681,488.0
11769,43681,540.0
13482,43681,428.0
14067,43681,269.0
14530,43681,287.0
15240,43681,198.0
15930,43681,264.0
16863,43681,262.0
16933,43681,328.0
17726,43681,314.0
17944,43681,379.0
18425,43681,436.0
19126,43681,448.0
21918,43681,406.0
22610,43681,337.0
23430,43681,487.0
23850,43681,438.0
24570,43681,1578.0
24934,43681,298.0
25430,43681,1405.0
26764,43681,1380.0
30240,43681,605.0
31093,43681,625.0
31791,43681,702.0
33830,43681,1611.0
33880,43681,951.0
35582,43681,561.0
36304,43681,735.0
36525,43681,787.0
37202,43681,412.0
